"","WeatherDate","DryBulb","HDD","CDD","AVGCLC","AVGDPT","AVGWSP","date"
"3097",2014-07-05,72,0,7,35.8,48.3,11.4,2014-07-05
"3098",2014-07-06,76,0,11,29.6,51.5,8,2014-07-06
"3099",2014-07-07,70,0,5,72.1,60.7,7.5,2014-07-07
"3100",2014-07-08,79,0,14,50.8,66.9,12.5,2014-07-08
"3101",2014-07-09,74,0,9,48.3,59.2,9.3,2014-07-09
"3102",2014-07-10,68,0,3,17.5,49.9,6.6,2014-07-10
"3103",2014-07-11,66,0,1,15,50.7,2.8,2014-07-11
"3104",2014-07-12,71,0,6,40,57.5,6.5,2014-07-12
"3105",2014-07-13,76,0,11,72.5,65.6,14.8,2014-07-13
"3106",2014-07-14,76,0,11,45.8,65,4.6,2014-07-14
"3107",2014-07-15,73,0,8,54.2,66,7.3,2014-07-15
"3108",2014-07-16,72,0,7,62.9,56.7,5.2,2014-07-16
"3109",2014-07-17,66,0,1,43.3,52.6,4.5,2014-07-17
"3110",2014-07-18,68,0,3,19.6,52.8,3.8,2014-07-18
"3111",2014-07-19,70,0,5,39.6,55.8,4,2014-07-19
"3112",2014-07-20,72,0,7,20.4,55.8,5.8,2014-07-20
"3113",2014-07-21,74,0,9,31.7,57.3,6,2014-07-21
"3114",2014-07-22,78,0,13,33.3,64.1,6.7,2014-07-22
"3115",2014-07-23,76,0,11,62.3,67.3,11.3,2014-07-23
"3116",2014-07-24,66,0,1,39.6,51.3,8.4,2014-07-24
"3117",2014-07-25,68,0,3,16.7,53.6,4.6,2014-07-25
"3118",2014-07-26,70,0,5,51.7,55.2,5.1,2014-07-26
"3119",2014-07-27,72,0,7,72.5,62.1,8.5,2014-07-27
"3120",2014-07-28,66,0,1,82.1,61.8,8,2014-07-28
"3121",2014-07-29,64,1,0,47.5,52.4,6.6,2014-07-29
"3122",2014-07-30,65,0,0,35.8,51.4,5.6,2014-07-30
"3123",2014-07-31,66,0,1,53.8,57.1,7.1,2014-07-31
"3124",2014-08-01,71,0,6,32.1,59.5,7.2,2014-08-01
"3125",2014-08-02,75,0,10,53.8,62.3,6.6,2014-08-02
"3126",2014-08-03,72,0,7,42.1,62,3.5,2014-08-03
"3127",2014-08-04,76,0,11,63.3,63,3.2,2014-08-04
"3128",2014-08-05,74,0,9,59.2,63.8,5.2,2014-08-05
"3129",2014-08-06,70,0,5,52.5,56.3,6.4,2014-08-06
"3130",2014-08-07,67,0,2,69.6,56.4,4.6,2014-08-07
"3131",2014-08-08,68,0,3,28.3,56,4.4,2014-08-08
"3132",2014-08-09,70,0,5,20,56.1,3.7,2014-08-09
"3133",2014-08-10,71,0,6,28.3,57,2,2014-08-10
"3134",2014-08-11,73,0,8,11.3,58.4,3.8,2014-08-11
"3135",2014-08-12,76,0,11,60,56.2,8.6,2014-08-12
"3136",2014-08-13,68,0,3,94.6,61.1,7.4,2014-08-13
"3137",2014-08-14,64,1,0,76.7,50.3,6.6,2014-08-14
"3138",2014-08-15,61,4,0,97.5,51.3,7.2,2014-08-15
"3139",2014-08-16,63,2,0,85,54,10.4,2014-08-16
"3140",2014-08-17,66,0,1,83.8,55.1,8.8,2014-08-17
"3141",2014-08-18,63,2,0,52.5,50.5,8.3,2014-08-18
"3142",2014-08-19,63,2,0,17.5,50.8,3,2014-08-19
"3143",2014-08-20,69,0,4,33.3,56.3,4.9,2014-08-20
"3144",2014-08-21,68,0,3,79.2,59.8,6.9,2014-08-21
"3145",2014-08-22,65,0,0,100,59.8,3.7,2014-08-22
"3146",2014-08-23,70,0,5,56.3,58.8,3.1,2014-08-23
"3147",2014-08-24,70,0,5,25,58.4,3.7,2014-08-24
"3148",2014-08-25,72,0,7,15.4,59,2.5,2014-08-25
"3149",2014-08-26,73,0,8,16.3,59.5,6.9,2014-08-26
"3150",2014-08-27,76,0,11,55.8,60.1,7.7,2014-08-27
"3151",2014-08-28,68,0,3,65.4,52.8,8.8,2014-08-28
"3152",2014-08-29,64,1,0,50,53.6,3.3,2014-08-29
"3153",2014-08-30,70,0,5,35.4,56,14.4,2014-08-30
"3154",2014-08-31,74,0,9,79.6,65.8,13.7,2014-08-31
"3155",2014-09-01,79,0,14,36.3,65.1,6.7,2014-09-01
"3156",2014-09-02,78,0,13,49.6,66.8,9.6,2014-09-02
"3157",2014-09-03,71,0,6,33.8,57.1,5.8,2014-09-03
"3158",2014-09-04,70,0,5,17.9,58.7,5.8,2014-09-04
"3159",2014-09-05,77,0,12,42.5,65.1,12.1,2014-09-05
"3160",2014-09-06,72,0,7,74.6,64.1,7.7,2014-09-06
"3161",2014-09-07,64,1,0,30,51.3,4.7,2014-09-07
"3162",2014-09-08,64,1,0,12.5,51.8,4.6,2014-09-08
"3163",2014-09-09,65,0,0,15,48.9,7.3,2014-09-09
"3164",2014-09-10,67,0,2,56.3,54.2,6.3,2014-09-10
"3165",2014-09-11,66,0,1,70.4,56.5,15.8,2014-09-11
"3166",2014-09-12,50,15,0,85,41.1,9,2014-09-12
"3167",2014-09-13,48,17,0,71.7,44.2,6,2014-09-13
"3168",2014-09-14,50,15,0,76.7,39.3,7.3,2014-09-14
"3169",2014-09-15,52,13,0,35,40.3,5,2014-09-15
"3170",2014-09-16,58,7,0,74.2,49.2,4.3,2014-09-16
"3171",2014-09-17,56,9,0,32.5,44.5,5.1,2014-09-17
"3172",2014-09-18,50,15,0,81.3,41.4,6.9,2014-09-18
"3173",2014-09-19,45,20,0,17.9,32.3,3.6,2014-09-19
"3174",2014-09-20,60,5,0,45.4,48.6,17.6,2014-09-20
"3175",2014-09-21,72,0,7,50,58,14.6,2014-09-21
"3176",2014-09-22,58,7,0,67.9,44.3,12.5,2014-09-22
"3177",2014-09-23,56,9,0,74.2,44.6,6.3,2014-09-23
"3178",2014-09-24,60,5,0,16.7,49.1,4.2,2014-09-24
"3179",2014-09-25,61,4,0,42.9,50.7,0.8,2014-09-25
"3180",2014-09-26,64,1,0,7.5,52.7,2.6,2014-09-26
"3181",2014-09-27,66,0,1,1.3,55.5,2.2,2014-09-27
"3182",2014-09-28,68,0,3,14.6,58,2.4,2014-09-28
"3183",2014-09-29,65,0,0,42.5,55.1,2.5,2014-09-29
"3184",2014-09-30,61,4,0,52.1,52.2,4.5,2014-09-30
"3185",2014-10-01,57,8,0,90.8,52.4,5.2,2014-10-01
"3186",2014-10-02,64,1,0,57.5,53.5,2.7,2014-10-02
"3187",2014-10-03,64,1,0,16.3,48.1,7.4,2014-10-03
"3188",2014-10-04,56,9,0,79.2,50.4,6.8,2014-10-04
"3189",2014-10-05,54,11,0,73.8,40.1,5.1,2014-10-05
"3190",2014-10-06,55,10,0,24.2,39.2,9.7,2014-10-06
"3191",2014-10-07,65,0,0,52.5,48.5,11.7,2014-10-07
"3192",2014-10-08,60,5,0,76.7,46.4,11.9,2014-10-08
"3193",2014-10-09,53,12,0,57.5,35.3,10.6,2014-10-09
"3194",2014-10-10,50,15,0,47.5,36.8,6.7,2014-10-10
"3195",2014-10-11,48,17,0,72.9,39.1,1.3,2014-10-11
"3196",2014-10-12,49,16,0,25.8,34.8,2.8,2014-10-12
"3197",2014-10-13,48,17,0,45,41.2,9.6,2014-10-13
"3198",2014-10-14,70,0,5,48.3,57,15.8,2014-10-14
"3199",2014-10-15,74,0,9,65.4,60.3,11.8,2014-10-15
"3200",2014-10-16,70,0,5,84.6,63.4,7.3,2014-10-16
"3201",2014-10-17,64,1,0,66.3,50.7,9,2014-10-17
"3202",2014-10-18,54,11,0,90.8,49.3,10.1,2014-10-18
"3203",2014-10-19,44,21,0,100,29.9,14.4,2014-10-19
"3204",2014-10-20,42,23,0,70.4,30.5,5.8,2014-10-20
"3205",2014-10-21,48,17,0,100,43.4,4.8,2014-10-21
"3206",2014-10-22,50,15,0,88.8,42.7,11,2014-10-22
"3207",2014-10-23,46,19,0,97.5,39.2,14.3,2014-10-23
"3208",2014-10-24,45,20,0,92.9,40,7.5,2014-10-24
"3209",2014-10-25,48,17,0,47.9,40.9,5.3,2014-10-25
"3210",2014-10-26,50,15,0,92.9,40,7.9,2014-10-26
"3211",2014-10-27,50,15,0,55.4,37.2,7.1,2014-10-27
"3212",2014-10-28,54,11,0,85.8,43.6,5,2014-10-28
"3213",2014-10-29,54,11,0,85.4,43.8,5,2014-10-29
"3214",2014-10-30,48,17,0,82.1,34.6,7.5,2014-10-30
"3215",2014-10-31,44,21,0,72.5,30.8,4.8,2014-10-31
"3216",2014-11-01,38,27,0,86.3,30.2,9.2,2014-11-01
"3217",2014-11-02,38,27,0,45,21,18.6,2014-11-02
"3218",2014-11-03,42,23,0,34.6,19.5,10.1,2014-11-03
"3219",2014-11-04,47,18,0,72.9,29.8,8.1,2014-11-04
"3220",2014-11-05,56,9,0,73.8,33.8,10.3,2014-11-05
"3221",2014-11-06,46,19,0,97.5,35.3,3.9,2014-11-06
"3222",2014-11-07,38,27,0,100,31.8,12.2,2014-11-07
"3223",2014-11-08,38,27,0,79.6,21.2,9.2,2014-11-08
"3224",2014-11-09,40,25,0,77.1,26.6,9.3,2014-11-09
"3225",2014-11-10,46,19,0,62.5,31,8.1,2014-11-10
"3226",2014-11-11,54,11,0,12.5,39,14.3,2014-11-11
"3227",2014-11-12,49,16,0,48.8,38.4,11.1,2014-11-12
"3228",2014-11-13,38,27,0,75.8,22.7,5.9,2014-11-13
"3229",2014-11-14,33,32,0,57.9,22.3,7.2,2014-11-14
"3230",2014-11-15,32,33,0,56.7,14.4,9.4,2014-11-15
"3231",2014-11-16,36,29,0,98.8,19.4,12.3,2014-11-16
"3232",2014-11-17,37,28,0,100,31.2,5.1,2014-11-17
"3233",2014-11-18,32,33,0,73.8,12,15.1,2014-11-18
"3234",2014-11-19,29,36,0,77.1,9.6,9.3,2014-11-19
"3235",2014-11-20,32,33,0,65.8,14.3,14.5,2014-11-20
"3236",2014-11-21,27,38,0,62.5,8,12.4,2014-11-21
"3237",2014-11-22,32,33,0,65.8,12.8,15.9,2014-11-22
"3238",2014-11-23,46,19,0,90.8,35.9,10,2014-11-23
"3239",2014-11-24,58,7,0,56.3,48.6,12.3,2014-11-24
"3240",2014-11-25,51,14,0,51.3,30.9,10.3,2014-11-25
"3241",2014-11-26,36,29,0,85,23.2,8.6,2014-11-26
"3242",2014-11-27,28,37,0,97.5,21.3,7.8,2014-11-27
"3243",2014-11-28,25,40,0,84.6,15.7,6,2014-11-28
"3244",2014-11-29,22,43,0,54.6,13.6,8.3,2014-11-29
"3245",2014-11-30,38,27,0,95,28.5,18.6,2014-11-30
"3246",2014-12-01,40,25,0,87.5,29.7,12.2,2014-12-01
"3247",2014-12-02,22,43,0,61.3,9.3,6.5,2014-12-02
"3248",2014-12-03,36,29,0,92.9,30.3,10.8,2014-12-03
"3249",2014-12-04,27,38,0,47.5,10.8,11.5,2014-12-04
"3250",2014-12-05,25,40,0,51.3,13.3,5.3,2014-12-05
"3251",2014-12-06,34,31,0,98.8,30,6,2014-12-06
"3252",2014-12-07,21,44,0,44.2,7.8,11.3,2014-12-07
"3253",2014-12-08,18,47,0,47.9,5.4,8.7,2014-12-08
"3254",2014-12-09,32,33,0,95,26.7,7.6,2014-12-09
"3255",2014-12-10,32,33,0,100,28.8,15.7,2014-12-10
"3256",2014-12-11,32,33,0,100,28.3,5.3,2014-12-11
"3257",2014-12-12,30,35,0,100,25.5,3,2014-12-12
"3258",2014-12-13,28,37,0,72.5,24,1,2014-12-13
"3259",2014-12-14,31,34,0,100,26.2,2.5,2014-12-14
"3260",2014-12-15,32,33,0,100,25.4,4.3,2014-12-15
"3261",2014-12-16,34,31,0,98.8,28.8,7.5,2014-12-16
"3262",2014-12-17,38,27,0,100,34.5,1.6,2014-12-17
"3263",2014-12-18,34,31,0,100,27.8,7,2014-12-18
"3264",2014-12-19,24,41,0,79.2,17.4,9.4,2014-12-19
"3265",2014-12-20,19,46,0,26.3,11.9,2.6,2014-12-20
"3266",2014-12-21,22,43,0,100,17,2.8,2014-12-21
"3267",2014-12-22,25,40,0,98.8,20.5,3.4,2014-12-22
"3268",2014-12-23,33,32,0,97.5,30.5,4.1,2014-12-23
"3269",2014-12-24,42,23,0,98.8,37.7,10.3,2014-12-24
"3270",2014-12-25,48,17,0,80.4,34.3,15.3,2014-12-25
"3271",2014-12-26,42,23,0,78.3,27.2,7.3,2014-12-26
"3272",2014-12-27,44,21,0,100,30.3,7.6,2014-12-27
"3273",2014-12-28,42,23,0,92.5,29.3,13.1,2014-12-28
"3274",2014-12-29,28,37,0,69.6,11.7,8.5,2014-12-29
"3275",2014-12-30,16,49,0,30,-0.5,6.1,2014-12-30
"3276",2014-12-31,18,47,0,76.3,4.5,8.3,2014-12-31
"3277",2015-01-01,26,39,0,83.8,8.5,13.9,2015-01-01
"3278",2015-01-02,25,40,0,78.3,9.5,11.9,2015-01-02
"3279",2015-01-03,18,47,0,64.2,5.3,6.3,2015-01-03
"3280",2015-01-04,36,29,0,92.9,33.1,13.3,2015-01-04
"3281",2015-01-05,26,39,0,69.2,1.6,18.9,2015-01-05
"3282",2015-01-06,12,53,0,74.6,1.2,9.8,2015-01-06
"3283",2015-01-07,6,59,0,78.8,-2.6,14.9,2015-01-07
"3284",2015-01-08,4,61,0,70.4,-9.3,12.9,2015-01-08
"3285",2015-01-09,20,45,0,80.4,6,14.9,2015-01-09
"3286",2015-01-10,18,47,0,86.3,0.8,11.8,2015-01-10
"3287",2015-01-11,20,45,0,77.9,0.5,14.3,2015-01-11
"3288",2015-01-12,26,39,0,100,20,12.3,2015-01-12
"3289",2015-01-13,6,59,0,19.2,-10.6,7.7,2015-01-13
"3290",2015-01-14,8,57,0,14.2,-4.2,4.5,2015-01-14
"3291",2015-01-15,11,54,0,50,3.6,5.8,2015-01-15
"3292",2015-01-16,16,49,0,78.3,4.3,15.3,2015-01-16
"3293",2015-01-17,7,58,0,43.8,-9.4,10.1,2015-01-17
"3294",2015-01-18,30,35,0,57.5,21,13.4,2015-01-18
"3295",2015-01-19,30,35,0,93.8,26.6,7.5,2015-01-19
"3296",2015-01-20,17,48,0,17.1,5.1,10.5,2015-01-20
"3297",2015-01-21,13,52,0,14.6,2.9,2.7,2015-01-21
"3298",2015-01-22,14,51,0,41.7,7,2.6,2015-01-22
"3299",2015-01-23,20,45,0,65.8,12.3,9.4,2015-01-23
"3300",2015-01-24,30,35,0,49.2,20,6.6,2015-01-24
"3301",2015-01-25,18,47,0,54.2,6.8,10.8,2015-01-25
"3302",2015-01-26,4,61,0,42.1,-4.7,6.7,2015-01-26
"3303",2015-01-27,8,57,0,72.5,-1.1,15.8,2015-01-27
"3304",2015-01-28,12,53,0,33.3,-4.5,8.4,2015-01-28
"3305",2015-01-29,14,51,0,55.8,-1,7.2,2015-01-29
"3306",2015-01-30,19,46,0,100,15,12.5,2015-01-30
"3307",2015-01-31,2,63,0,30,-11.9,8.7,2015-01-31
"3308",2015-02-01,2,63,0,49.6,-6.6,6.1,2015-02-01
"3309",2015-02-02,-1,66,0,97.1,-8.4,10,2015-02-02
"3310",2015-02-03,6,59,0,55,-4.3,8,2015-02-03
"3311",2015-02-04,24,41,0,93.8,13.2,15.9,2015-02-04
"3312",2015-02-05,12,53,0,49.2,0.5,10.9,2015-02-05
"3313",2015-02-06,4,61,0,64.2,-3.3,8.5,2015-02-06
"3314",2015-02-07,14,51,0,98.8,5.8,6.8,2015-02-07
"3315",2015-02-08,8,57,0,100,1.2,8.2,2015-02-08
"3316",2015-02-09,12,53,0,100,6.8,5.7,2015-02-09
"3317",2015-02-10,12,53,0,75,7.2,5.7,2015-02-10
"3318",2015-02-11,10,55,0,33.8,0.1,2.6,2015-02-11
"3319",2015-02-12,18,47,0,92.5,10.6,11,2015-02-12
"3320",2015-02-13,-1,66,0,31.7,-15.1,8.9,2015-02-13
"3321",2015-02-14,3,62,0,91.7,-0.6,8.5,2015-02-14
"3322",2015-02-15,3,62,0,82.9,-9.2,17.6,2015-02-15
"3323",2015-02-16,0,65,0,12.1,-17.4,6.7,2015-02-16
"3324",2015-02-17,0,65,0,47.9,-12.3,1.8,2015-02-17
"3325",2015-02-18,10,55,0,61.3,-1.6,3.2,2015-02-18
"3326",2015-02-19,10,55,0,100,4.2,9.9,2015-02-19
"3327",2015-02-20,6,59,0,55.4,-9.8,9.9,2015-02-20
"3328",2015-02-21,14,51,0,69.6,1.4,13.8,2015-02-21
"3329",2015-02-22,27,38,0,87.1,16.7,4.5,2015-02-22
"3330",2015-02-23,10,55,0,44.6,-9.6,12.4,2015-02-23
"3331",2015-02-24,0,65,0,54.6,-13.2,10.7,2015-02-24
"3332",2015-02-25,21,44,0,61.7,2.6,11.7,2015-02-25
"3333",2015-02-26,8,57,0,54.2,-8.7,5.6,2015-02-26
"3334",2015-02-27,7,58,0,10,-8.4,2.3,2015-02-27
"3335",2015-02-28,9,56,0,0,-4.3,4.7,2015-02-28
"3336",2015-03-01,14,51,0,58.3,5.5,9.4,2015-03-01
"3337",2015-03-02,22,43,0,67.5,13.5,10.8,2015-03-02
"3338",2015-03-03,14,51,0,47.1,4.3,8.9,2015-03-03
"3339",2015-03-04,34,31,0,80,21.1,11.2,2015-03-04
"3340",2015-03-05,16,49,0,49.6,-2.1,10.6,2015-03-05
"3341",2015-03-06,8,57,0,10.4,-7.2,6.7,2015-03-06
"3342",2015-03-07,24,41,0,65,6.3,9.4,2015-03-07
"3343",2015-03-08,30,35,0,82.5,16.7,7.6,2015-03-08
"3344",2015-03-09,35,30,0,62.1,17.6,9.1,2015-03-09
"3345",2015-03-10,40,25,0,73.8,22.8,11.8,2015-03-10
"3346",2015-03-11,46,19,0,47.9,29.5,10.7,2015-03-11
"3347",2015-03-12,28,37,0,40,9.8,16.4,2015-03-12
"3348",2015-03-13,22,43,0,54.2,11,2.5,2015-03-13
"3349",2015-03-14,36,29,0,95.8,23,6.3,2015-03-14
"3350",2015-03-15,31,34,0,94.6,24.6,10.5,2015-03-15
"3351",2015-03-16,28,37,0,55,17.8,3.8,2015-03-16
"3352",2015-03-17,32,33,0,92.1,21.2,13.3,2015-03-17
"3353",2015-03-18,20,45,0,41.3,-0.5,18,2015-03-18
"3354",2015-03-19,20,45,0,2.5,-0.1,6.8,2015-03-19
"3355",2015-03-20,26,39,0,53.8,7.8,9.7,2015-03-20
"3356",2015-03-21,32,33,0,80.8,23.4,13.9,2015-03-21
"3357",2015-03-22,17,48,0,46.3,-2.8,14.5,2015-03-22
"3358",2015-03-23,16,49,0,17.9,-3.4,11.4,2015-03-23
"3359",2015-03-24,24,41,0,7.5,7.7,2.7,2015-03-24
"3360",2015-03-25,32,33,0,27.1,18.6,8.8,2015-03-25
"3361",2015-03-26,40,25,0,92.9,34.7,8.6,2015-03-26
"3362",2015-03-27,32,33,0,98.8,29.3,5.6,2015-03-27
"3363",2015-03-28,24,41,0,60.8,10,12.2,2015-03-28
"3364",2015-03-29,28,37,0,6.3,7.2,6.1,2015-03-29
"3365",2015-03-30,38,27,0,81.3,21.7,14.8,2015-03-30
"3366",2015-03-31,34,31,0,50,13.2,7.5,2015-03-31
"3367",2015-04-01,30,35,0,8.8,7.3,6.3,2015-04-01
"3368",2015-04-02,42,23,0,52.9,18.7,11,2015-04-02
"3369",2015-04-03,58,7,0,70,33.7,7.4,2015-04-03
"3370",2015-04-04,38,27,0,77.1,21.6,12.6,2015-04-04
"3371",2015-04-05,35,30,0,55.8,14.5,8.3,2015-04-05
"3372",2015-04-06,34,31,0,89.6,25.8,5.1,2015-04-06
"3373",2015-04-07,36,29,0,55.4,24.5,8.8,2015-04-07
"3374",2015-04-08,35,30,0,56.7,18,3.9,2015-04-08
"3375",2015-04-09,38,27,0,96.3,28.8,8.3,2015-04-09
"3376",2015-04-10,46,19,0,86.7,38.1,17.1,2015-04-10
"3377",2015-04-11,42,23,0,66.7,25,12,2015-04-11
"3378",2015-04-12,48,17,0,13.8,26,5.4,2015-04-12
"3379",2015-04-13,56,9,0,25.8,32.4,11.8,2015-04-13
"3380",2015-04-14,52,13,0,42.1,30.5,9,2015-04-14
"3381",2015-04-15,45,20,0,3.8,20.9,7.3,2015-04-15
"3382",2015-04-16,48,17,0,41.3,17.6,7,2015-04-16
"3383",2015-04-17,58,7,0,57.1,38.5,7.7,2015-04-17
"3384",2015-04-18,54,11,0,52.9,32.5,8.8,2015-04-18
"3385",2015-04-19,47,18,0,42.1,28.1,8,2015-04-19
"3386",2015-04-20,48,17,0,70,34.1,16.6,2015-04-20
"3387",2015-04-21,48,17,0,73.8,41.4,5,2015-04-21
"3388",2015-04-22,48,17,0,70.8,37.3,7.3,2015-04-22
"3389",2015-04-23,42,23,0,80,25.7,8.2,2015-04-23
"3390",2015-04-24,38,27,0,100,22.3,12.3,2015-04-24
"3391",2015-04-25,42.5,22.5,0,95,24.7,7.2,2015-04-25
"3392",2015-04-26,48.5,16.5,0,85.4,32.9,6.6,2015-04-26
"3393",2015-04-27,46,19,0,93.3,40.2,10.1,2015-04-27
"3394",2015-04-28,52,13,0,45,35.9,10,2015-04-28
"3395",2015-04-29,49,16,0,35,35.2,6.7,2015-04-29
"3396",2015-04-30,52,13,0,55.8,36.7,4.5,2015-04-30
"3397",2015-05-01,58,7,0,57.5,39.3,6.5,2015-05-01
"3398",2015-05-02,57.5,7.5,0,27,37.5,3.5,2015-05-02
"3399",2015-05-03,62,3,0,39.1,37,4.7,2015-05-03
"3400",2015-05-04,67.5,0,2.5,46.2,40.7,9.6,2015-05-04
"3401",2015-05-05,62,3,0,43.7,38.3,7.3,2015-05-05
"3402",2015-05-06,60,5,0,2.5,33.4,3.5,2015-05-06
"3403",2015-05-07,66,0,1,20.4,37,3.3,2015-05-07
"3404",2015-05-08,69.5,0,4.5,20,44,5.1,2015-05-08
"3405",2015-05-09,74.5,0,9.5,42.5,50.6,14.1,2015-05-09
"3406",2015-05-10,69,0,4,66.6,59.5,11.6,2015-05-10
"3407",2015-05-11,56,9,0,97.5,51.2,6.4,2015-05-11
"3408",2015-05-12,67.5,0,2.5,75.4,51.7,12.4,2015-05-12
"3409",2015-05-13,53,12,0,60.8,34.8,10.2,2015-05-13
"3410",2015-05-14,51,14,0,5,30.9,3.9,2015-05-14
"3411",2015-05-15,56,9,0,61.6,32.1,5.6,2015-05-15
"3412",2015-05-16,68.5,0,3.5,93.3,52.2,8.2,2015-05-16
"3413",2015-05-17,68.5,0,3.5,38.3,53.6,4.3,2015-05-17
"3414",2015-05-18,69,0,4,43.7,55.5,10.3,2015-05-18
"3415",2015-05-19,69.5,0,4.5,59.5,54.6,13.8,2015-05-19
"3416",2015-05-20,54.5,10.5,0,55.4,31.7,12.9,2015-05-20
"3417",2015-05-21,55.5,9.5,0,43.7,33.4,7.9,2015-05-21
"3418",2015-05-22,53,12,0,62.5,31,12.5,2015-05-22
"3419",2015-05-23,51.5,13.5,0,31.6,22.3,9,2015-05-23
"3420",2015-05-24,68.5,0,3.5,34.5,33.6,10.1,2015-05-24
"3421",2015-05-25,69,0,4,70.4,49,8.1,2015-05-25
"3422",2015-05-26,77,0,12,62.5,58.4,7.4,2015-05-26
"3423",2015-05-27,79,0,14,56.6,64.8,12.4,2015-05-27
"3424",2015-05-28,71,0,6,65.4,60.3,8.8,2015-05-28
"3425",2015-05-29,69,0,4,46.2,54.2,4.7,2015-05-29
"3426",2015-05-30,78,0,13,66.2,61.3,14.4,2015-05-30
"3427",2015-05-31,59,6,0,98.7,47.7,10.9,2015-05-31
"3428",2015-06-01,52.5,12.5,0,100,46.7,5.5,2015-06-01
"3429",2015-06-02,54,11,0,75.8,46,3,2015-06-02
"3430",2015-06-03,53.5,11.5,0,35.4,42,4,2015-06-03
"3431",2015-06-04,61,4,0,12.5,47.3,6.8,2015-06-04
"3432",2015-06-05,68.5,0,3.5,72.9,55.7,9.9,2015-06-05
"3433",2015-06-06,57,8,0,52.5,41,11.7,2015-06-06
"3434",2015-06-07,59,6,0,30.8,40,7.9,2015-06-07
"3435",2015-06-08,64.5,0.5,0,77.9,55.8,16.4,2015-06-08
"3436",2015-06-09,68,0,3,92.5,61.1,5.4,2015-06-09
"3437",2015-06-10,69,0,4,62.9,56.6,8.6,2015-06-10
"3438",2015-06-11,72.5,0,7.5,30.8,54.4,10.3,2015-06-11
"3439",2015-06-12,68,0,3,78.7,58.1,4.4,2015-06-12
"3440",2015-06-13,70.5,0,5.5,57.9,55.7,6.9,2015-06-13
"3441",2015-06-14,68,0,3,51.6,52.5,3.2,2015-06-14
"3442",2015-06-15,66,0,1,92,57.2,7.6,2015-06-15
"3443",2015-06-16,70,0,5,85.4,60.9,7.7,2015-06-16
"3444",2015-06-17,63,2,0,30.8,48.5,4,2015-06-17
"3445",2015-06-18,68.5,0,3.5,41.6,56.7,13,2015-06-18
"3446",2015-06-19,61,4,0,65,49.8,9.3,2015-06-19
"3447",2015-06-20,64,1,0,33.7,49.8,8.2,2015-06-20
"3448",2015-06-21,73.5,0,8.5,89.5,64.4,4.6,2015-06-21
"3449",2015-06-22,72.5,0,7.5,54.5,59,4.2,2015-06-22
"3450",2015-06-23,75,0,10,57.5,60.3,11.6,2015-06-23
"3451",2015-06-24,69.5,0,4.5,39.5,50.6,6.5,2015-06-24
"3452",2015-06-25,66.5,0,1.5,55,52.4,4,2015-06-25
"3453",2015-06-26,68,0,3,31.2,48.9,5.2,2015-06-26
"3454",2015-06-27,63.5,1.5,0,62.5,50.7,4.1,2015-06-27
"3455",2015-06-28,62,3,0,98.7,53.9,6,2015-06-28
"3456",2015-06-29,63.5,1.5,0,82,54.4,4.1,2015-06-29
"3457",2015-06-30,66.5,0,1.5,49.5,57.3,4.7,2015-06-30
"3458",2015-07-01,69,0,4,79.1,60.7,6.7,2015-07-01
"3459",2015-07-02,66,0,1,32.5,46.6,8.2,2015-07-02
"3460",2015-07-03,64.5,0.5,0,20.4,48.2,3,2015-07-03
"3461",2015-07-04,65.5,0,0.5,68.7,55.7,6.5,2015-07-04
"3462",2015-07-05,72.5,0,7.5,37.5,58.9,4.7,2015-07-05
"3463",2015-07-06,72,0,7,17.9,59,4.2,2015-07-06
"3464",2015-07-07,75.5,0,10.5,47.5,66.1,12,2015-07-07
"3465",2015-07-08,68.5,0,3.5,47,56.6,9.4,2015-07-08
"3466",2015-07-09,66,0,1,65.4,56.3,4.8,2015-07-09
"3467",2015-07-10,72.5,0,7.5,35.4,56.1,5.4,2015-07-10
"3468",2015-07-11,74,0,9,38.7,57.5,4.5,2015-07-11
"3469",2015-07-12,78.5,0,13.5,28.7,61.8,3.8,2015-07-12
"3470",2015-07-13,78.5,0,13.5,25.4,65.4,5.7,2015-07-13
"3471",2015-07-14,79,0,14,52,62.2,9.2,2015-07-14
"3472",2015-07-15,65,0,0,59.5,51.2,10.2,2015-07-15
"3473",2015-07-16,62.5,2.5,0,16.2,47,5.8,2015-07-16
"3474",2015-07-17,65.5,0,0.5,43.3,52.5,6,2015-07-17
"3475",2015-07-18,76,0,11,78.7,65.2,10.8,2015-07-18
"3476",2015-07-19,79.5,0,14.5,65.4,69.7,6.7,2015-07-19
"3477",2015-07-20,78,0,13,32,60,6.3,2015-07-20
"3478",2015-07-21,73.5,0,8.5,45.4,60.3,6.2,2015-07-21
"3479",2015-07-22,68,0,3,52,56.1,4.4,2015-07-22
"3480",2015-07-23,70,0,5,68.7,54.5,5.4,2015-07-23
"3481",2015-07-24,67.5,0,2.5,63.3,57,3.3,2015-07-24
"3482",2015-07-25,69.5,0,4.5,52.5,58.1,4.2,2015-07-25
"3483",2015-07-26,76,0,11,70,64.2,7.7,2015-07-26
"3484",2015-07-27,76.5,0,11.5,33.7,65,3.7,2015-07-27
"3485",2015-07-28,79,0,14,41.2,65.4,4.2,2015-07-28
"3486",2015-07-29,80,0,15,37.5,67,3.8,2015-07-29
